,sales_price,estimate_range,auction_location,surface,auction_year,auction_month,auction_weekday
1043,48040,2560.0,0,4605.5,2018,4,Sunday
1044,28820,6410.0,0,6400.0,2018,4,Sunday
1045,48040,14100.0,0,14884.0,2018,4,Sunday
1046,17610,6410.0,0,3250.0,2018,4,Sunday
1047,19220,6410.0,0,4386.25,2018,4,Sunday
1048,80060,12810.0,0,2376.0,2018,4,Sunday
1049,28820,14100.0,0,4500.0,2018,4,Sunday
1050,76860,12810.0,0,1960.0,2018,4,Sunday
1051,41630,12810.0,0,1215.0,2018,4,Sunday
1052,64050,14100.0,0,3106.5,2018,4,Sunday
1053,384300,64050.0,0,7442.0,2018,4,Sunday
1054,7690,2567.0,0,2520.0,2018,4,Sunday
1055,8010,2560.0,0,7334.0,2018,4,Sunday
1056,13610,2560.0,0,1165.25,2018,4,Sunday
1057,76860,14100.0,0,1955.25,2018,4,Sunday
1058,1601,2570.0,0,5600.0,2018,4,Sunday
1059,1921,2558.0,0,3678.75,2018,4,Sunday
1060,56040,14100.0,0,3024.0,2018,4,Sunday
1061,67250,10250.0,0,6948.0,2018,4,Sunday
1062,48040,8970.0,0,2856.0,2018,4,Sunday
1063,35230,2560.0,0,2014.5,2018,4,Sunday
1064,4803,2567.0,0,741.75,2018,4,Sunday
1065,35230,2560.0,0,3025.0,2018,4,Sunday
1066,5600,1277.0,0,612.75,2018,4,Sunday
1067,160130,12810.0,0,9710.75,2018,4,Sunday
1068,1200,2567.0,0,5908.75,2018,4,Sunday
1069,57650,7690.0,0,2499.0,2018,4,Sunday
1070,35230,16660.0,0,17891.25,2018,4,Sunday
1071,24020,6400.0,0,12000.0,2018,4,Sunday
1072,13610,2567.0,0,7021.25,2018,4,Sunday
1073,2081,1281.0,0,2714.0,2018,4,Sunday
1074,136110,89670.0,0,8464.0,2018,4,Sunday
1075,60850,25620.0,0,6111.0,2018,4,Sunday
1076,88070,12810.0,0,9701.0,2018,4,Sunday
1077,35230,7690.0,0,6876.0,2018,4,Sunday
1078,10410,2570.0,0,5460.0,2018,4,Sunday
1079,48040,25620.0,0,14120.25,2018,4,Sunday
1080,48040,15370.0,0,5512.0,2018,4,Sunday
1081,96080,25620.0,0,4971.5,2018,4,Sunday
1082,28820,12810.0,0,6643.0,2018,4,Sunday
1083,44840,12810.0,0,4408.0,2018,4,Sunday
1084,51240,29470.0,0,7320.0,2018,4,Sunday
1085,112090,38430.0,0,6120.0,2018,4,Sunday
1086,272210,128100.0,0,792.0,2018,3,Saturday
1087,568760,128100.0,0,2539.2,2018,3,Saturday
1088,783970,128100.0,0,990.84,2018,3,Saturday
1089,630250,51240.0,0,792.0,2018,3,Saturday
1090,1014550,384300.0,0,792.54,2018,3,Saturday
1091,6005010,1281000.0,0,5000.0,2018,3,Saturday
1092,6294260,1281000.0,0,5200.0,2018,3,Saturday
1093,1860010,1024800.0,0,10330.18,2018,3,Saturday
1094,707110,256200.0,0,4453.0,2018,3,Saturday
1095,614880,256200.0,0,7140.0,2018,3,Saturday
1096,3546380,512400.0,0,3250.0,2018,3,Saturday
1097,553390,256200.0,0,3650.34,2018,3,Saturday
1098,304240,128100.0,0,6570.0,2018,3,Saturday
1099,240190,89670.0,0,8313.0,2018,3,Saturday
1100,76860,25620.0,0,5200.0,2018,3,Saturday
1101,968440,51240.0,0,20800.0,2018,3,Saturday
1102,399670,51240.0,0,6498.54,2018,3,Saturday
1103,1552570,512400.0,0,2003.4,2018,3,Saturday
1104,661000,64050.0,0,40645.08,2018,3,Saturday
1105,208160,51240.0,0,40782.24,2018,3,Saturday
1106,1706290,512400.0,0,3515.25,2018,3,Saturday
1107,5715760,1281000.0,0,6716.0,2018,3,Saturday
1108,10922250,2562000.0,0,18973.52,2018,3,Saturday
1109,7885130,1281000.0,0,10092.0,2018,3,Saturday
1110,661000,204960.0,0,3250.0,2018,3,Saturday
1111,1706290,384300.0,0,21060.0,2018,3,Saturday
1112,4558760,1281000.0,0,32400.0,2018,3,Saturday
1113,352280,128100.0,0,5581.5,2018,3,Saturday
1114,192150,76860.0,0,7714.0,2018,3,Saturday
1115,352280,102480.0,0,8000.0,2018,3,Saturday
1116,128100,89670.0,0,7821.0,2018,3,Saturday
1117,1321990,384300.0,0,1924.1,2018,3,Saturday
1118,2321170,384300.0,0,1162.3,2018,3,Saturday
1119,1860010,1537200.0,0,25986.0,2018,3,Saturday
1120,1245130,512400.0,0,5272.75,2018,3,Saturday
1121,240190,89670.0,0,10074.0,2018,3,Saturday
1122,507280,64050.0,0,17710.0,2018,3,Saturday
1123,937690,128100.0,0,36000.0,2018,3,Saturday
1124,553390,51240.0,0,5695.8,2018,3,Saturday
1125,4558760,640500.0,0,30000.0,2018,3,Saturday
1126,1552570,640500.0,0,50000.0,2018,3,Saturday
1127,176140,51240.0,0,10440.0,2018,3,Saturday
1128,1168270,384300.0,0,31525.2,2018,3,Saturday
1129,1168270,256200.0,0,39312.0,2018,3,Saturday
1130,2628610,1024800.0,0,7071.15,2018,3,Saturday
1131,320250,128100.0,0,17030.25,2018,3,Saturday
1132,1168270,384300.0,0,63438.0,2018,3,Saturday
1133,2013730,256200.0,0,21199.2,2018,3,Saturday
1134,4558760,1024800.0,0,3974.49,2018,3,Saturday
1135,3546380,512400.0,0,25350.0,2018,3,Saturday
1136,707110,384300.0,0,25200.6,2018,3,Saturday
1137,3691010,1152900.0,0,4320.0,2018,3,Saturday
1138,476530,256200.0,0,10687.2,2018,3,Saturday
1139,352280,128100.0,0,45000.0,2018,3,Saturday
1140,783970,128100.0,0,16060.0,2018,3,Saturday
1141,553390,76860.0,0,22326.0,2018,3,Saturday
1142,937690,256200.0,0,8500.0,2018,3,Saturday
1143,1122160,256200.0,0,42500.0,2018,3,Saturday
1144,1706290,896700.0,0,19618.68,2018,3,Saturday
1145,2551750,704550.0,0,72600.0,2018,3,Saturday
1146,553390,128100.0,0,54000.0,2018,3,Saturday
1147,304240,38430.0,0,16830.0,2018,3,Saturday
1148,41500,128100.0,0,31725.0,2018,3,Saturday
1149,76860,15370.0,0,31616.0,2017,12,Friday
1150,88070,12810.0,0,6500.0,2017,12,Friday
1151,76860,14090.0,0,16368.0,2017,12,Friday
1152,10410,2570.0,0,3198.0,2017,12,Friday
1153,12810,2570.0,0,1840.0,2017,12,Friday
1154,25620,12810.0,0,6860.0,2017,12,Friday
1155,860830,256200.0,0,3510.0,2017,12,Friday
1156,128100,38430.0,0,2530.0,2017,12,Friday
1157,60850,12810.0,0,34528.0,2017,12,Friday
1158,24020,6400.0,0,44093.75,2017,12,Friday
1159,17610,12810.0,0,7644.0,2017,12,Friday
1160,80060,25620.0,0,7859.75,2017,12,Friday
1161,445790,64050.0,0,7450.0,2017,12,Friday
1162,16010,6400.0,0,25200.0,2017,12,Friday
1163,4803,6410.0,0,7097.35,2017,12,Friday
1164,13610,6400.0,0,3200.0,2017,12,Friday
1165,20820,12810.0,0,4284.0,2017,12,Friday
1166,9610,5120.0,0,9381.0,2017,12,Friday
1167,12810,8970.0,0,1291.5,2017,12,Friday
1168,12810,5120.0,0,7146.0,2017,12,Friday
1169,22420,16010.0,0,2457.0,2017,12,Friday
1170,10410,6400.0,0,30011.5,2017,12,Friday
1171,64000,14080.0,0,6576.96,2017,10,Monday
1172,35200,7680.0,0,8854.0,2017,10,Monday
1173,43200,10240.0,0,7930.0,2017,10,Monday
1174,44800,12800.0,0,29743.6,2017,10,Monday
1175,27200,5120.0,0,9344.0,2017,10,Monday
1176,28800,12800.0,0,6981.45,2017,10,Sunday
1177,120000,12800.0,0,7019.6,2017,10,Sunday
1178,35200,8960.0,0,4662.5,2017,10,Sunday
1179,28800,12800.0,0,9038.7,2017,10,Sunday
1180,56000,8960.0,0,4687.5,2017,10,Sunday
1181,12800,8960.0,0,4656.25,2017,10,Sunday
1182,30400,5120.0,0,4857.75,2017,10,Sunday
1183,41600,12800.0,0,6750.0,2017,10,Sunday
1184,12800,8960.0,0,4826.0,2017,10,Sunday
1185,19200,5120.0,0,4870.45,2017,10,Sunday
1186,25600,5120.0,0,882.0,2017,10,Sunday
1187,22400,10240.0,0,1600.0,2017,10,Sunday
1188,15200,5120.0,0,1615.25,2017,10,Sunday
1189,67200,25600.0,0,9000.0,2017,10,Sunday
1190,160000,25600.0,0,21000.0,2017,10,Sunday
1191,152000,25600.0,0,20800.0,2017,10,Sunday
1192,704000,256000.0,0,25187.75,2017,10,Sunday
1193,4160,3840.0,0,2000.0,2017,10,Sunday
1194,5120,3840.0,0,2000.0,2017,10,Sunday
1195,11200,10240.0,0,1735.2,2017,10,Sunday
1196,56000,25600.0,0,22632.0,2017,10,Sunday
1197,160000,51200.0,0,3782.25,2017,10,Sunday
1198,51200,6400.0,0,3737.0,2017,10,Sunday
1199,136000,51200.0,0,21060.0,2017,10,Sunday
1200,56000,25600.0,0,2411.5,2017,10,Sunday
1201,12800,5120.0,0,3905.0,2017,10,Sunday
1202,38400,14080.0,0,21434.5,2017,10,Sunday
1203,256000,38400.0,0,1288.35,2017,10,Sunday
1204,136000,12800.0,0,9624.0,2017,10,Sunday
1205,56000,12800.0,0,23100.0,2017,10,Sunday
1206,35200,12800.0,0,15009.75,2017,10,Sunday
1207,48000,12800.0,0,14065.0,2017,10,Sunday
1208,7200,2560.0,0,386.08,2017,10,Sunday
1209,88000,25600.0,0,8408.89,2017,10,Sunday
1210,176000,76800.0,0,4596.8,2017,10,Sunday
1211,208000,64000.0,0,6622.97,2017,10,Sunday
1212,28800,12800.0,0,11118.34,2017,10,Sunday
1213,24000,3840.0,0,7524.24,2017,10,Sunday
1214,224000,51200.0,0,10672.0,2017,10,Sunday
1215,80000,25600.0,0,6928.75,2017,10,Sunday
1216,72000,25600.0,0,2490.0,2017,10,Sunday
1217,48000,25600.0,0,10800.0,2017,10,Sunday
1218,44800,6400.0,0,21600.0,2017,10,Sunday
1219,11200,2560.0,0,600.0,2017,10,Sunday
1220,240000,115200.0,0,54335.5,2017,10,Sunday
1221,35200,6400.0,0,600.0,2017,10,Sunday
1222,20800,6400.0,0,10000.0,2017,10,Sunday
1223,38400,15360.0,0,38403.0,2017,10,Sunday
1224,24000,12800.0,0,60000.0,2017,10,Sunday
1225,35200,11520.0,0,19184.0,2017,10,Sunday
1226,2560,2560.0,0,4800.0,2017,10,Sunday
1227,256000,115200.0,0,10203.0,2017,10,Sunday
1228,44800,8960.0,0,576.0,2017,10,Sunday
1229,288000,128000.0,0,36990.72,2017,10,Sunday
1230,734720,128000.0,0,50000.0,2017,10,Sunday
1231,19200,2560.0,0,21060.0,2017,10,Sunday
1232,240000,51200.0,0,16800.0,2017,10,Sunday
1233,192000,76800.0,0,14400.0,2017,10,Sunday
1234,80000,25600.0,0,21222.0,2017,10,Sunday
1235,304000,128000.0,0,50400.0,2017,10,Sunday
1236,57600,8960.0,0,59302.0,2017,10,Sunday
1237,15200,7680.0,0,59850.0,2017,10,Sunday
1238,38400,6400.0,0,14028.0,2017,10,Sunday
1239,22400,2560.0,0,13746.0,2017,10,Sunday
1240,8000,3840.0,0,4492.25,2017,10,Sunday
1241,4800,1280.0,0,9613.6,2017,10,Sunday
1242,17600,6400.0,0,3797.65,2017,10,Sunday
1243,12000,2560.0,0,11400.0,2017,10,Sunday
1244,488960,140800.0,0,21192.5,2017,10,Sunday
1245,160000,51200.0,0,1622.35,2017,10,Sunday
1246,64000,19200.0,0,8541.0,2017,10,Sunday
1247,6400,2560.0,0,16296.0,2017,10,Sunday
1248,366080,51200.0,0,600.6,2017,10,Sunday
1249,224000,25600.0,0,366.4,2017,10,Sunday
1250,350720,51200.0,0,3344.76,2017,10,Sunday
1251,412160,64000.0,0,3455.6,2017,10,Sunday
1252,381440,128000.0,0,1741.92,2017,10,Sunday
1253,427520,51200.0,0,4316.8,2017,10,Sunday
1254,565760,89600.0,0,10619.7,2017,10,Sunday
1255,144000,25600.0,0,358.66,2017,10,Sunday
1256,152000,25600.0,0,12505.5,2017,10,Sunday
1257,44800,12800.0,0,4042.5,2017,10,Sunday
1258,192000,51200.0,0,11288.3,2017,10,Sunday
1259,51200,12800.0,0,4001.4,2017,10,Sunday
1260,38400,12800.0,0,5562.5,2017,10,Sunday
1261,4800,2560.0,0,2832.0,2017,10,Sunday
1262,16000,6400.0,0,16992.0,2017,10,Sunday
1263,64000,17920.0,0,16896.0,2017,10,Sunday
1264,27200,14080.0,0,30000.0,2017,10,Sunday
1265,30400,6400.0,0,27664.0,2017,10,Sunday
1266,30400,7680.0,0,27907.5,2017,10,Sunday
1267,67200,12800.0,0,32482.5,2017,10,Sunday
1268,10400,2560.0,0,47600.0,2017,10,Sunday
1269,19200,12800.0,0,50000.0,2017,10,Sunday
1270,41600,2560.0,0,45000.0,2017,10,Sunday
1271,38400,10240.0,0,35520.0,2017,10,Sunday
1272,10400,3840.0,0,35145.0,2017,10,Sunday
1273,40000,3840.0,0,27816.0,2017,10,Sunday
1274,6400,2560.0,0,23256.25,2017,10,Sunday
1275,8000,2560.0,0,15264.0,2017,10,Sunday
1276,2560,1280.0,0,2800.0,2017,10,Sunday
1277,22400,10240.0,0,85520.5,2017,10,Sunday
1278,565760,25600.0,0,30012.0,2017,10,Sunday
1279,2560,1280.0,0,11224.0,2017,10,Sunday
1280,2560,1280.0,0,3976.0,2017,10,Sunday
1281,2880,1280.0,0,11011.0,2017,10,Sunday
1282,6080,2560.0,0,10277.0,2017,10,Sunday
1283,6720,2560.0,0,5117.0,2017,10,Sunday
1284,2400,1280.0,0,11011.0,2017,10,Sunday
1285,11200,8960.0,0,1185.0,2017,10,Sunday
1286,30400,12800.0,0,3160.0,2017,10,Sunday
1287,76800,25600.0,0,6097.0,2017,10,Sunday
1288,5600,2560.0,0,5627.25,2017,10,Sunday
1289,35200,7680.0,0,6835.5,2017,10,Sunday
1290,30400,7680.0,0,1501.5,2017,10,Sunday
1291,32000,7680.0,0,3045.0,2017,10,Sunday
1292,28800,12800.0,0,4218.5,2017,10,Sunday
1293,16000,7680.0,0,6679.5,2017,10,Sunday
1294,13600,3840.0,0,854.25,2017,10,Sunday
1295,5600,1408.0,0,804.0,2017,10,Sunday
1296,19200,5120.0,0,1748.0,2017,10,Sunday
1297,9600,2560.0,0,708.75,2017,10,Sunday
1298,72000,12800.0,0,5740.0,2017,10,Sunday
1299,96000,25600.0,0,12610.0,2017,10,Sunday
1300,35200,12800.0,0,6597.5,2017,10,Sunday
1301,9600,3840.0,0,1401.75,2017,10,Sunday
1302,51200,16640.0,0,13990.75,2017,10,Sunday
1303,320000,104960.0,0,5634.5,2017,10,Sunday
1304,20800,3840.0,0,1205.75,2017,10,Sunday
1305,35200,7680.0,0,2413.0,2017,10,Sunday
1306,7680,2560.0,0,693.0,2017,10,Sunday
1307,35200,5120.0,0,3942.0,2017,10,Sunday
1308,20800,6400.0,0,3024.0,2017,10,Sunday
1309,20800,7680.0,0,5746.75,2017,10,Sunday
1310,25600,10240.0,0,5278.0,2017,10,Sunday
1311,8000,2560.0,0,5400.0,2017,10,Sunday
1312,16000,2560.0,0,1472.0,2017,10,Sunday
1313,10400,2560.0,0,2560.0,2017,10,Sunday
1314,13600,3840.0,0,356.5,2017,10,Sunday
1315,6400,2560.0,0,3096.0,2017,10,Sunday
1316,2560,1280.0,0,7821.0,2017,10,Sunday
1317,19200,7680.0,0,3675.0,2017,10,Sunday
1318,6080,1408.0,0,2806.0,2017,10,Sunday
1319,16000,3840.0,0,3445.0,2017,10,Sunday
1320,11200,3840.0,0,3445.0,2017,10,Sunday
1321,38400,14080.0,0,12831.0,2017,10,Sunday
1322,105600,2560.0,0,7921.0,2017,10,Sunday
1323,60800,12800.0,0,4730.25,2017,10,Sunday
1324,80000,12800.0,0,3391.5,2017,10,Sunday
1325,115200,25600.0,0,3087.5,2017,10,Sunday
1326,6400,2560.0,0,1530.0,2017,10,Sunday
1327,108800,17920.0,0,5544.0,2017,10,Sunday
1328,64000,14080.0,0,5984.0,2017,10,Sunday
1329,48000,25600.0,0,2688.0,2017,10,Sunday
1330,72000,25600.0,0,6400.0,2017,10,Sunday
1331,8000,2560.0,0,4159.5,2017,10,Sunday
1332,8000,2560.0,0,4389.0,2017,10,Sunday
1333,64000,12800.0,0,2486.0,2017,10,Sunday
1334,12800,8960.0,0,5280.0,2017,10,Sunday
1335,6400,2560.0,0,1980.0,2017,10,Sunday
1336,25600,15360.0,0,583.0,2017,10,Sunday
1337,20800,7680.0,0,10622.0,2017,10,Sunday
1338,67200,12800.0,0,3507.0,2017,10,Sunday
1339,38400,7680.0,0,2337.5,2017,10,Sunday
1340,5600,2560.0,0,971.5,2017,10,Sunday
1341,6400,2560.0,0,1925.0,2017,10,Sunday
1342,10400,2560.0,0,921.25,2017,10,Sunday
1343,24000,10240.0,0,2336.25,2017,10,Sunday
1344,6400,2560.0,0,1930.5,2017,10,Sunday
1345,152000,25600.0,0,5073.0,2017,10,Sunday
1346,152000,25600.0,0,13000.0,2017,10,Sunday
1347,10400,5120.0,0,6435.0,2017,10,Sunday
1348,76800,25600.0,0,15008.0,2017,10,Sunday
1349,88000,32000.0,0,2640.0,2017,10,Sunday
1350,76800,25600.0,0,4977.0,2017,10,Sunday
1351,112000,64000.0,0,13029.0,2017,10,Sunday
1352,304000,76800.0,0,11837.0,2017,10,Sunday
1353,128000,89600.0,0,10731.0,2017,10,Sunday
1354,48000,25600.0,0,5040.0,2017,10,Sunday
1355,76800,25600.0,0,7320.0,2017,10,Sunday
1356,128000,89600.0,0,7320.0,2017,10,Sunday
1357,24000,6400.0,0,741.75,2017,9,Saturday
1358,38400,12800.0,0,1908.0,2017,9,Saturday
1359,4160,512.0,0,2904.0,2017,9,Saturday
1360,765440,51200.0,0,20800.0,2017,9,Saturday
1361,192000,25600.0,0,13000.0,2017,9,Saturday
1362,80000,8960.0,0,1750.0,2017,9,Saturday
1363,734720,256000.0,0,2300.0,2017,9,Saturday
1364,995840,256000.0,0,16644.0,2017,9,Saturday
1365,304000,128000.0,0,5746.75,2017,9,Saturday
1366,550400,256000.0,0,3217.5,2017,9,Saturday
1367,240000,64000.0,0,25338.0,2017,9,Saturday
1368,9732800,2560000.0,0,25350.0,2017,9,Saturday
1369,13476800,5120000.0,0,26108.0,2017,9,Saturday
1370,3084800,384000.0,0,2730.0,2017,9,Saturday
1371,1088000,256000.0,0,1764.84,2017,9,Saturday
1372,657920,256000.0,0,985.32,2017,9,Saturday
1373,550400,204800.0,0,6080.25,2017,9,Saturday
1374,934400,384000.0,0,12000.0,2017,9,Saturday
1375,596480,64000.0,0,2542.5,2017,9,Saturday
1376,256000,76800.0,0,4800.0,2017,9,Saturday
1377,688640,166400.0,0,41756.0,2017,9,Saturday
1378,256000,153600.0,0,11400.0,2017,9,Saturday
1379,112000,33280.0,0,12610.0,2017,9,Saturday
1380,704000,128000.0,0,14136.0,2017,9,Saturday
1381,1548800,256000.0,0,7854.0,2017,9,Saturday
1382,442880,76800.0,0,44652.0,2017,9,Saturday
1383,320000,128000.0,0,60000.0,2017,9,Saturday
1384,565760,76800.0,0,36000.0,2017,9,Saturday
1385,256000,25600.0,0,16800.0,2017,9,Saturday
1386,128000,25600.0,0,25040.25,2017,9,Saturday
1387,458240,25600.0,0,4872.0,2017,9,Saturday
1388,412160,128000.0,0,23010.0,2017,9,Saturday
1389,192000,166400.0,0,34500.0,2017,9,Saturday
1390,596480,128000.0,0,22500.0,2017,9,Saturday
1391,1011200,256000.0,0,70950.0,2017,9,Saturday
1392,780800,256000.0,0,21060.0,2017,9,Saturday
1393,3828800,896000.0,0,11781.0,2017,9,Saturday
1394,1164800,256000.0,0,21076.2,2017,9,Saturday
1395,550400,128000.0,0,21060.0,2017,9,Saturday
1396,208000,38400.0,0,15714.0,2017,9,Saturday
1397,857600,166400.0,0,75000.0,2017,9,Saturday
1398,1932800,640000.0,0,10050.0,2017,9,Saturday
1399,2777600,768000.0,0,40000.0,2017,9,Saturday
1400,934400,128000.0,0,36349.0,2017,9,Saturday
1401,1548800,256000.0,0,6643.0,2017,9,Saturday
1402,6276800,2048000.0,0,12000.0,2017,9,Saturday
1403,5412800,1664000.0,0,9795.06,2017,9,Saturday
1404,1625600,256000.0,0,50110.2,2017,9,Saturday
1405,673280,128000.0,0,11086.82,2017,9,Saturday
1406,176000,76800.0,0,41591.0,2017,9,Saturday
1407,442880,128000.0,0,3025.0,2017,9,Saturday
1408,550400,128000.0,0,112000.0,2017,9,Saturday
1409,209140,102960.0,0,35507.25,2017,4,Monday
1410,321750,90090.0,0,5265.0,2017,4,Monday
1411,88480,38610.0,0,21434.5,2017,4,Monday
1412,104570,25740.0,0,21434.5,2017,4,Monday
1413,289580,128700.0,0,7742.0,2017,4,Monday
1414,48260,6430.0,0,4692.0,2017,4,Monday
1415,80440,12870.0,0,16910.0,2017,4,Monday
1416,273490,25740.0,0,1392.32,2017,4,Monday
1417,35390,12870.0,0,32810.0,2017,4,Monday
1418,109400,25740.0,0,27066.25,2017,4,Monday
1419,104570,25740.0,0,15400.0,2017,4,Monday
1420,56310,25740.0,0,31369.0,2017,4,Monday
1421,45050,12870.0,0,6935.15,2017,4,Monday
1422,193050,154440.0,0,40000.0,2017,4,Monday
1423,8850,1287.0,0,345.92,2017,4,Monday
1424,11260,5140.0,0,2888.0,2017,4,Monday
1425,12870,12870.0,0,8000.0,2017,4,Monday
1426,3217,2576.0,0,2500.0,2017,4,Monday
1427,4826,3859.0,0,3500.0,2017,4,Monday
1428,10460,3859.0,0,3808.0,2017,4,Monday
1429,112610,64350.0,0,1432.6,2017,4,Monday
1430,257400,38610.0,0,3455.6,2017,4,Monday
1431,209140,64350.0,0,3040.0,2017,4,Monday
1432,476190,90090.0,0,10534.2,2017,4,Monday
1433,414410,128700.0,0,12677.9,2017,4,Monday
1434,51480,21880.0,0,2419.82,2017,4,Monday
1435,80440,25740.0,0,12639.1,2017,4,Monday
1436,72390,12870.0,0,21881.25,2017,4,Monday
1437,16090,12870.0,0,14031.1,2017,4,Monday
1438,4826,2579.0,0,1252.0,2017,4,Monday
1439,24130,12870.0,0,3030.0,2017,4,Monday
1440,38610,7730.0,0,588.0,2017,4,Monday
1441,120660,51480.0,0,22500.0,2017,4,Monday
1442,152830,38610.0,0,28371.5,2017,4,Monday
1443,56310,12870.0,0,29850.0,2017,4,Monday
1444,51480,25740.0,0,46968.75,2017,4,Monday
1445,96530,38610.0,0,23400.0,2017,4,Monday
1446,15280,2580.0,0,160.0,2017,4,Monday
1447,32180,12870.0,0,28800.0,2017,4,Monday
1448,61130,11590.0,0,19800.0,2017,4,Monday
1449,4826,2579.0,0,1750.0,2017,4,Monday
1450,9650,2570.0,0,48000.0,2017,4,Monday
1451,25740,6440.0,0,1695.0,2017,4,Monday
1452,537970,128700.0,0,30000.0,2017,4,Monday
1453,144790,64350.0,0,17850.0,2017,4,Monday
1454,96530,25740.0,0,7056.0,2017,4,Monday
1455,120660,25740.0,0,18000.0,2017,4,Monday
1456,88480,38610.0,0,21904.0,2017,4,Monday
1457,72390,19300.0,0,17287.4,2017,4,Monday
1458,305660,51480.0,0,1248.0,2017,4,Monday
1459,35390,12870.0,0,4575.69,2017,4,Monday
1460,12870,5140.0,0,32400.0,2017,4,Monday
1461,9650,2570.0,0,3471.5,2017,4,Monday
1462,64350,12870.0,0,27000.0,2017,4,Monday
1463,383530,128700.0,0,4284.0,2017,4,Monday
1464,138350,6440.0,0,20914.25,2017,4,Monday
1465,119050,6440.0,0,20601.72,2017,4,Monday
1466,27350,12870.0,0,3115.26,2017,4,Monday
1467,5630,2580.0,0,625.0,2017,4,Monday
1468,8040,5150.0,0,735.75,2017,4,Monday
1469,88480,25740.0,0,7587.75,2017,4,Monday
1470,19310,10300.0,0,6793.6,2017,4,Monday
1471,22520,6440.0,0,5365.8,2017,4,Monday
1472,20910,10300.0,0,6992.26,2017,4,Monday
1473,2413,2579.0,0,16900.0,2017,4,Monday
1474,5150,2570.0,0,10224.0,2017,4,Monday
1475,1016730,128700.0,0,4414.08,2017,4,Monday
1476,661520,128700.0,0,2411.5,2017,4,Monday
1477,225230,51480.0,0,600.6,2017,4,Monday
1478,398970,102960.0,0,1729.0,2017,4,Monday
1479,630630,128700.0,0,10619.7,2017,4,Monday
1480,38610,12870.0,0,5520.0,2017,4,Monday
1481,67570,25740.0,0,12495.5,2017,4,Monday
1482,10460,2570.0,0,8305.8,2017,4,Monday
1483,12870,2579.0,0,2530.0,2017,4,Monday
1484,5150,1290.0,0,6685.25,2017,4,Monday
1485,19310,1287.0,0,352.92,2017,4,Monday
1486,804,1287.0,0,4872.04,2017,4,Monday
1487,3861,1287.0,0,7890.75,2017,4,Monday
1488,56310,10300.0,0,792.0,2017,4,Monday
1489,51480,12870.0,0,638.4,2017,4,Monday
1490,72390,12870.0,0,3763.0,2017,4,Monday
1491,144790,12870.0,0,6426.0,2017,4,Monday
1492,61130,5150.0,0,506.34,2017,4,Monday
1493,72390,12870.0,0,792.0,2017,4,Monday
1494,305660,64350.0,0,8283.6,2017,4,Monday
1495,96530,25740.0,0,4135.95,2017,4,Monday
1496,64350,12870.0,0,726.4,2017,4,Monday
1497,112610,25740.0,0,5551.0,2017,4,Monday
1498,152830,25740.0,0,5505.5,2017,4,Monday
1499,128700,25740.0,0,792.0,2017,4,Monday
1500,51480,12870.0,0,346.5,2017,4,Monday
1501,120660,25740.0,0,5544.9,2017,4,Monday
1502,61130,25740.0,0,959.7,2017,4,Monday
1503,48260,12870.0,0,926.16,2017,4,Monday
1504,56310,25740.0,0,1035.0,2017,4,Monday
1505,104570,25740.0,0,5490.0,2017,4,Monday
1506,61130,12870.0,0,1120.0,2017,4,Monday
1507,14480,1287.0,0,606.56,2017,4,Monday
1508,7720,2570.0,0,1969.5,2017,4,Monday
1509,2734,643.0,0,84.0,2017,4,Monday
1510,6440,2570.0,0,17925.0,2017,4,Monday
1511,22520,7730.0,0,21931.0,2017,4,Monday
1512,40220,2570.0,0,45000.0,2017,4,Monday
1513,257400,25740.0,0,20757.0,2017,4,Monday
1514,27350,7730.0,0,19350.0,2017,4,Monday
1515,6440,2570.0,0,23256.25,2017,4,Monday
1516,41830,2580.0,0,28597.5,2017,4,Monday
1517,10460,2580.0,0,27225.0,2017,4,Monday
1518,19310,2580.0,0,27831.25,2017,4,Monday
1519,14480,12870.0,0,60000.0,2017,4,Monday
1520,16090,12870.0,0,60000.0,2017,4,Monday
1521,6440,2570.0,0,16900.0,2017,4,Monday
1522,24130,7730.0,0,10248.0,2017,4,Monday
1523,32180,7730.0,0,19350.5,2017,4,Monday
1524,8040,2570.0,0,19500.0,2017,4,Monday
1525,45050,16740.0,0,32742.0,2017,4,Monday
1526,15280,1158.0,0,5400.0,2017,4,Monday
1527,3539,1287.0,0,2800.0,2017,4,Monday
1528,225230,38610.0,0,11056.5,2017,4,Monday
1529,6110,2570.0,0,25200.0,2017,4,Monday
1530,28960,7730.0,0,27831.25,2017,4,Monday
1531,6440,2570.0,0,30000.0,2017,4,Monday
1532,35390,7730.0,0,24700.0,2017,4,Monday
1533,38610,6440.0,0,8190.75,2017,4,Monday
1534,27350,7730.0,0,2836.5,2017,4,Monday
1535,28960,12870.0,0,2337.0,2017,4,Monday
1536,28960,12870.0,0,2557.5,2017,4,Monday
1537,11260,2570.0,0,1610.0,2017,4,Monday
1538,88480,15450.0,0,16950.0,2017,4,Monday
1539,32180,6440.0,0,3962.75,2017,4,Monday
1540,67570,12870.0,0,1860.0,2017,4,Monday
1541,7720,2570.0,0,728.75,2017,4,Monday
1542,56310,12870.0,0,3416.75,2017,4,Monday
1543,7720,2570.0,0,10302.75,2017,4,Monday
1544,16090,2580.0,0,1748.0,2017,4,Monday
1545,41830,12870.0,0,7336.5,2017,4,Monday
1546,30570,9010.0,0,4704.0,2017,4,Monday
